Respondent ID,Collector ID,Start Date,End Date,In silico medicine - Not at all aware,In silico medicine - Slightly aware,In silico medicine - Moderately aware,In silico medicine - Very aware,In silico medicine - Extremely aware,Patient-specific modelling - Not at all aware,Patient-specific modelling - Slightly aware,Patient-specific modelling - Moderately aware,Patient-specific modelling - Very aware,Patient-specific modelling - Extremely aware,In silico clinical trials - Not at all aware,In silico clinical trials - Slightly aware,In silico clinical trials - Moderately aware,In silico clinical trials - Very aware,In silico clinical trials - Extremely aware,Virtual Physiological Human - Not at all aware,Virtual Physiological Human - Slightly aware,Virtual Physiological Human - Moderately aware,Virtual Physiological Human - Very aware,Virtual Physiological Human - Extremely aware,Personalized medicine - Not at all aware,Personalized medicine - Slightly aware,Personalized medicine - Moderately aware,Personalized medicine - Very aware,Personalized medicine - Extremely aware,Digital Twin - Not at all aware,Digital Twin - Slightly aware,Digital Twin - Moderately aware,Digital Twin - Very aware,Digital Twin - Extremely aware,Q2 Biomedical Engineering,Q2 Computer Science,Q2 Data Science,Q2 Statistics,Q2 Mathematics,Q2 Other,Q3 Finite Element Analysis awareness,Q3 Lumped-parameter models awareness,Q3 Computational Fluid Dynamics awareness,Q3 Fluid-structure interaction awareness,Q3 Multi-scale 1D-3D awareness,"Q3 Extended (e.g. Augmented, Virtual, Mixed) reality awareness",Q3 Artificial Intelligence/Machine Learning awareness,Q3 Statistical shape modelling awareness,Q4 Finite Element Analysis,Q4 Lumped-parameter models,Q4 Computational Fluid Dynamics,Q4 Fluid-structure Interaction,Q4 Multi-scale 1D-3D modelling,"Q4 Extended (e.g. Augmented, Virtual, Mixed) reality",Q4 Artificial Interlligence/Machine Learning,Q4 Statistical Shape Modelling,Q4 None,Q4 Other method applied,Q5 Team members for CMnS,Q6 clinical premises,Q7 role for CMnS in clinics,Q8 Agree statement 1,Q8 Agree statement 2,Q8 Agree statement 3,Q8 Agree statement 4,Q8 Agree statement 5,Q8 Agree statement 6,Q8 Agree statement 7,Q8 Agree statement 8,Q9 Enrich diagnosis,Q9 Plan interventions,Q9 Compare different therapeutic outcomes (retrospectively),Q9 Teach,Q9 Study Pathophysiology,Q9 Inform the patient on disease progress,Q9 Predict/compare therapeutic outcomes,Q9 None of the above,Q9 Other usage,Q10 use for planning,Q11 Cardiovascular,Q11 Musko-skeletal,Q11 Cancer,Q11 Neuro-degenerative,Q11 N/A,Q11 Other types of intervention,Q12 name procedure,Q13 how often,Q14 Trust scale,Q15 Successful post-hoc in silico clinical trials,Q15 Successful a priori in silico clinical trials,Q15 Personal positive experience,Q15 Regulatory approval,Q15 Other evidence,Q16 Demo medical specialty,Q17 Country,Q18 Current position,Q19 Age group,Q20 Articles,Q21 Grants,Q22 Funding,Q23 Collaboration Europe,Q23 Collaboration North America,Q23 Collaboration South America,Q23 Collaboration Africa,Q23 Collaboration Asia,Q23 Collaboration Oceania,Q24 Involvement in CT,Q25 CE marking
12310211451,394364328,09/01/2021 13:33,09/01/2021 13:40,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,Computer Science,Data Science,Statistics,,,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very familiar,Very familiar,Very familiar,,,,,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,Statistical Shape Modelling,,,Yes,No,Definitely yes,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,,Plan interventions,Compare different therapeutic outcomes (retrospectively),,,Inform the patient on disease progress,Predict/compare therapeutic outcomes,,,Yes,Cardiovascular,Musko-skeletal,Cancer,,,,3D virtualization and machine learning,Less than 5,7,,Successful a priori in silico clinical trials,,Regulatory approval,,Paediatrics,Italy,Head research department,55-64,250,01-May,1M,Europe,North America,,,,,Yes,No
12307145607,394364328,08/01/2021 09:38,08/01/2021 11:19,,,Moderately aware,,,,Slightly aware,,,,,Slightly aware,,,,,Slightly aware,,,,,,,Very aware,,Not at all aware,,,,,,,,,,Specialist in Preventive Medicine and Public Health,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,,,,,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,,,,No,,Definitely yes,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,,Plan interventions,,,,,,,Improve therapeutics outcomes and to inform the patient about the intervention,Yes,,Musko-skeletal,,,,Mental Health; Head and neck interventions,3D anatomical models (Musko-skeletal; head and neck)  Virtual reality (Mental Health),5-10 times,7,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,,,Professional and expert experience,Other,Spain,Deputy Manager and Innovation Director,55-64,,None,,Europe,,,,,,No,No
12307091150,394364328,08/01/2021 09:03,08/01/2021 09:08,,,Moderately aware,,,,,Moderately aware,,,,Slightly aware,,,,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,Biomedical Engineering,Computer Science,,Statistics,Mathematics,,Slightly familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Moderately familiar,Slightly familiar,,,Computational Fluid Dynamics,,,,Artificial Interlligence/Machine Learning,,,,Yes,Yes,Definitely yes,Agree,Agree,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Agree,Enrich diagnosis,Plan interventions,,,,,Predict/compare therapeutic outcomes,,,Yes,Cardiovascular,,,,,,TAVI,Less than 5,5,,,Personal positive experience,Regulatory approval,,Cardiology,SPAIN,STAFF,45-54,200,01-May,400000,Europe,,,,,,Yes,No
12307077157,394364328,08/01/2021 08:48,08/01/2021 08:58,,,,Very aware,,,Slightly aware,,,,,,Moderately aware,,,Not at all aware,,,,,,,,,Extremely aware,Not at all aware,,,,,Biomedical Engineering,Computer Science,Data Science,Statistics,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Moderately familiar,Very familiar,Slightly familiar,,,,,,,Artificial Interlligence/Machine Learning,,,,No,No,Probably yes,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Neutral,,,,,,,,None of the above,,No,,,,,N/A,,,Less than 5,8,Successful post-hoc in silico clinical trials,,Personal positive experience,Regulatory approval,,Oncology,Belgium,Head  of clinical research unit,35-44,65,None,,Europe,,,,,,No,No
12307024055,394364328,08/01/2021 08:17,08/01/2021 08:24,Not at all aware,,,,,,Slightly aware,,,,Not at all aware,,,,,,,Moderately aware,,,,Slightly aware,,,,,Slightly aware,,,,,,Data Science,Statistics,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,,,,,,,,Statistical Shape Modelling,,,No,No,Not sure,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Neutral,,,,Teach,,Inform the patient on disease progress,Predict/compare therapeutic outcomes,,,No,,,,,,Infectious diseases,,Less than 5,3,,,Personal positive experience,,,Other,Spain,Coordinator Infection Control Program,45-54,25,None,3.000.000 euros,Europe,,,,,,Yes,Yes
12306204726,394364328,07/01/2021 22:54,07/01/2021 23:00,,Slightly aware,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,,,,Very aware,,,,,Very aware,,,Computer Science,Data Science,,,,Not at all familiar,Not at all familiar,Not at all familiar,,Slightly familiar,Moderately familiar,Moderately familiar,Slightly familiar,,,,,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,,,,No,N/A,Probably yes,Neutral,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Neutral,,,,Teach,,,,,Pain and anxiety management,No,,,,,N/A,,,>20 times,,,,,,,N/A,Italy,Innovation manager,45-54,,01-May,,Europe,,,,,,Yes,No
12305815147,394364328,07/01/2021 20:12,07/01/2021 20:18,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,Data Science,Statistics,,,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,,Very familiar,Very familiar,Very familiar,,,,,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,Statistical Shape Modelling,,,No,No,Definitely yes,Agree,Strongly agree,Neutral,Disagree,Strongly disagree,Agree,Neutral,Agree,,Plan interventions,,Teach,,Inform the patient on disease progress,Predict/compare therapeutic outcomes,,,Yes,,,,,,Infectious diseases,,Less than 5,8,,Successful a priori in silico clinical trials,Personal positive experience,Regulatory approval,,Paediatrics,Italy,Head of research department,55-64,250,01-May,1M,Europe,North America,,,,,Yes,No
12299972746,394364328,05/01/2021 18:29,05/01/2021 18:34,,,Moderately aware,,,,,,Very aware,,,Slightly aware,,,,Not at all aware,,,,,,,Moderately aware,,,Not at all aware,,,,,Biomedical Engineering,,,Statistics,,,Moderately familiar,Slightly familiar,Slightly familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Moderately familiar,,,,,Multi-scale (1D-3D) modelling,,,Statistical Shape Modelling,,segmentation,Yes,N/A,Probably yes,Strongly agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Enrich diagnosis,,Compare different therapeutic outcomes (retrospectively),,,,,,,No,,,,,,,,>20 times,8,Successful post-hoc in silico clinical trials,,,Regulatory approval,,Orthopaedics,Italy,MD,25-34,1,01-May,,Europe,,,,,,No,No
12294895476,394364328,03/01/2021 15:04,03/01/2021 15:10,,,,Very aware,,,,Moderately aware,,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,,,Clinical Research,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,,,,,,,,,None,,No,No,Probably yes,Agree,Disagree,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Agree,,,,,,,,None of the above,,No,,,,,N/A,,,,,,Successful a priori in silico clinical trials,,Regulatory approval,,,Italy,Research Director,65+,,01-May,,Europe,,,,,,Yes,No
12281276624,394364328,24/12/2020 11:53,24/12/2020 12:01,,Slightly aware,,,,,,Moderately aware,,,,Slightly aware,,,,,,,Very aware,,,,,,Extremely aware,,,Moderately aware,,,,,,,,Orthopaedic Surgeon,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,,,,,Multi-scale (1D-3D) modelling,,,,,,Yes,Yes,Definitely yes,Strongly agree,Agree,Neutral,Agree,Strongly disagree,Neutral,Neutral,Agree,,Plan interventions,,,,,,,,Yes,,,,,,Orthopaedics,Hip Arthroplasty,5-10 times,9,,,Personal positive experience,,,Orthopaedics,Italy,Medical doctor,35-44,20,None,,Europe,,,,,,Yes,No
12271779863,394364328,19/12/2020 22:38,19/12/2020 22:41,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,Biomedical Engineering,Computer Science,Data Science,Statistics,Mathematics,,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Finite Element Analysis,Lumped-parameter models,Computational Fluid Dynamics,Fluid-structure Interaction,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,,,,Yes,Yes,Definitely yes,Strongly agree,Strongly agree,Neutral,,Disagree,Neutral,Neutral,Agree,Enrich diagnosis,Plan interventions,,Teach,,Inform the patient on disease progress,Predict/compare therapeutic outcomes,,,Yes,Cardiovascular,,,,,,,>20 times,8,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,Regulatory approval,,,United States,research scientist,35-44,40,01-May,,,,,,,,Yes,No
12268571644,394364328,18/12/2020 12:03,18/12/2020 12:09,,Slightly aware,,,,,,,Very aware,,,Slightly aware,,,,,,Moderately aware,,,,,,Very aware,,,,,Very aware,,,,,,,Movement sciences,Slightly familiar,Not at all familiar,Moderately familiar,Slightly familiar,Slightly familiar,Moderately familiar,Slightly familiar,Slightly familiar,,,,,,,,,None,,No,N/A,Probably yes,Agree,Neutral,Disagree,Disagree,Strongly disagree,Neutral,Agree,Agree,,,,,,,,None of the above,,No,,,,,N/A,,,,7,,Successful a priori in silico clinical trials,,Regulatory approval,,Orthopaedics,Netherlands,Research coordinator,25-34,9,None,n/a,Europe,,,,,,No,No
12265350230,394364328,17/12/2020 11:36,17/12/2020 11:54,Not at all aware,,,,,,,Moderately aware,,,Not at all aware,,,,,Not at all aware,,,,,,,,Very aware,,Not at all aware,,,,,,,,,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Very familiar,Not at all familiar,Not at all familiar,Not at all familiar,,,,,Multi-scale (1D-3D) modelling,,,,,,No,N/A,Probably yes,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly disagree,,,,,,,,,I just saw possible applications,No,,,,,,I saw applicatios in muskoskeletal,Oncology,,7,Successful post-hoc in silico clinical trials,,Personal positive experience,,,Orthopaedics,Italy,Chief,55-64,70,None,,,,,,,,Yes,Yes
12265314407,394364328,17/12/2020 11:18,17/12/2020 11:31,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,Not at all aware,,,,,,,Moderately aware,,,,,Moderately aware,,,Biomedical Engineering,,,,,Spine surgery,Moderately familiar,Not at all familiar,Not at all familiar,,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Finite Element Analysis,,,,,,Artificial Interlligence/Machine Learning,,,,No,No,Definitely yes,Agree,Agree,Strongly agree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly agree,Enrich diagnosis,Plan interventions,,Teach,Study Pathophysiology,Inform the patient on disease progress,,,,Yes,,,,,,Spine surgery,,>20 times,6,,,Personal positive experience,Regulatory approval,,Surgery,Italy,Head of Spine Unit,55-64,200,01-May,,Europe,,,,,,No,No
12262872537,394364328,16/12/2020 16:19,16/12/2020 16:24,,,,Very aware,,,Slightly aware,,,,,Slightly aware,,,,,,Moderately aware,,,,,,,,,Slightly aware,,,,,,,,,Nursing and Simulation,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Extremely familiar,Moderately familiar,Slightly familiar,,,,,,"Extended (e.g. Augmented, Virtual, Mixed) reality",Artificial Interlligence/Machine Learning,,,,No,No,Definitely yes,Strongly agree,,Neutral,Strongly disagree,Strongly disagree,Neutral,Agree,Agree,,Plan interventions,,Teach,Study Pathophysiology,Inform the patient on disease progress,,,,Yes,Cardiovascular,,,,,,,11-20 times,9,Successful post-hoc in silico clinical trials,,,Regulatory approval,,Other,United States,Assistant Director of Simulation,25-34,0,None,,,,,,,,No,No
12262850665,394364328,15/12/2020 15:42,16/12/2020 16:18,,,,,Extremely aware,,,,,Extremely aware,,,Moderately aware,,,,,,Very aware,,,,,,Extremely aware,,,,Very aware,,Biomedical Engineering,Computer Science,,,,,Extremely familiar,Slightly familiar,Slightly familiar,Slightly familiar,Moderately familiar,Slightly familiar,Moderately familiar,Moderately familiar,Finite Element Analysis,,,,,,Artificial Interlligence/Machine Learning,,,,Yes,No,Definitely yes,Agree,Agree,Agree,Agree,Strongly disagree,Disagree,Disagree,Neutral,,Plan interventions,Compare different therapeutic outcomes (retrospectively),,,,Predict/compare therapeutic outcomes,,,No,,Musko-skeletal,,,,,,>20 times,8,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,Regulatory approval,,Orthopaedics,Canada,"Director, Biomechanical Simulation R&D",35-44,10,01-May,,Europe,North America,,,,,No,Yes
12261830343,394364328,16/12/2020 10:13,16/12/2020 10:18,,,Moderately aware,,,,,,Very aware,,,Slightly aware,Moderately aware,,,,Slightly aware,,,,,,Moderately aware,,,Not at all aware,,,,,Biomedical Engineering,,,Statistics,,medicine,Very familiar,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Moderately familiar,Moderately familiar,Slightly familiar,Finite Element Analysis,,Computational Fluid Dynamics,,,,Artificial Interlligence/Machine Learning,,,,Yes,Yes,Probably yes,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,,Plan interventions,,,Study Pathophysiology,,,,,Yes,,Musko-skeletal,,,,,TAA,11-20 times,7,Successful post-hoc in silico clinical trials,,Personal positive experience,,,Orthopaedics,italy,associate professor,35-44,80,None,,Europe,,,,,,Yes,No
12261662407,394364328,16/12/2020 08:45,16/12/2020 08:56,,,,,Extremely aware,,,,,Extremely aware,,,,Very aware,,,,,Very aware,,,,,,Extremely aware,,,,Very aware,,Biomedical Engineering,,Data Science,Statistics,,,Very familiar,Very familiar,Very familiar,Very familiar,Moderately familiar,Very familiar,Very familiar,Moderately familiar,,Lumped-parameter models,Computational Fluid Dynamics,,,,Artificial Interlligence/Machine Learning,,,,No,No,Probably yes,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,,,,Teach,Study Pathophysiology,,,,research setting mostly...,No,Cardiovascular,,,,,,stayed in research environment; coronary intervention and TAVI,Less than 5,6,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,Regulatory approval,"in line with positive experience: easy to use interface and fast method from data to information (entire process of acquiring, process, apply models, and interpret the data)",N/A,The Netherlands,researcher,35-44,60,01-May,~2 milion euros,Europe,,,,,,Yes,Yes
12261070676,394364328,16/12/2020 02:10,16/12/2020 02:15,,Slightly aware,,,,,,,Very aware,,,Slightly aware,,,,,,,,Extremely aware,,,,Very aware,,,Slightly aware,,,,Biomedical Engineering,,,,,,Slightly familiar,Slightly familiar,Moderately familiar,Slightly familiar,Slightly familiar,Moderately familiar,Moderately familiar,Slightly familiar,,,,,,,,,None,,No,No,Probably yes,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Neutral,,,,Teach,Study Pathophysiology,,,,,No,,,,,N/A,,None,Less than 5,3,,Successful a priori in silico clinical trials,Personal positive experience,Regulatory approval,,Other,United States of America,Professor ,45-54,5,None,0,,,,,,,No,No
12260864106,394364328,16/12/2020 00:26,16/12/2020 01:55,,,,,Extremely aware,,,Moderately aware,,,,,,,Extremely aware,,,,Very aware,,,,,Very aware,,,,,Very aware,,Biomedical Engineering,,,,,industrial/systems engineering,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,,,,,,,Artificial Interlligence/Machine Learning,,,"discrete event simulation, agent based simulation, system dynamic",Yes,No,Definitely yes,Strongly agree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Agree,,Plan interventions,,Teach,,Inform the patient on disease progress,,,improve operation efficiency ,Yes,,,,,,critical care,,5-10 times,5,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,Personal positive experience,,,Other,US,,45-54,5,01-May,,,North America,,,,,Yes,No
12259255809,394364328,15/12/2020 15:38,15/12/2020 15:57,,,,Very aware,,,,,,Extremely aware,,Slightly aware,,,,Not at all aware,,,,,,,,Very aware,,,,,Very aware,,Biomedical Engineering,Computer Science,Data Science,Statistics,,,Very familiar,Slightly familiar,Slightly familiar,Slightly familiar,Very familiar,Slightly familiar,Slightly familiar,Moderately familiar,Finite Element Analysis,,,,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",,Statistical Shape Modelling,,,Yes,Yes,Definitely yes,Strongly agree,Agree,Agree,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,,,Compare different therapeutic outcomes (retrospectively),,,,Predict/compare therapeutic outcomes,,,No,,,,,,,,,8,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,,,,Orthopaedics,France,Surgeon and research,35-44,40,01-May,2 million euros,Europe,,,,,,Yes,No
12255602952,394364328,14/12/2020 14:56,14/12/2020 15:03,,,,Very aware,,,,Moderately aware,,,,Slightly aware,,,,,,,Very aware,,,,Moderately aware,,,,,Moderately aware,,,Biomedical Engineering,Computer Science,,Statistics,,mechanical and nuclear engineering,Very familiar,Moderately familiar,Extremely familiar,Moderately familiar,Moderately familiar,Moderately familiar,Moderately familiar,Very familiar,Finite Element Analysis,,Computational Fluid Dynamics,,,,Artificial Interlligence/Machine Learning,Statistical Shape Modelling,,,Yes,Yes,Definitely yes,Strongly agree,Agree,Neutral,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,,Plan interventions,Compare different therapeutic outcomes (retrospectively),,,,,,,Yes,Cardiovascular,Musko-skeletal,,,,Space Medicine Medical kit contents,,,7,Successful post-hoc in silico clinical trials,,,,,N/A,US,NASA Engineer,35-44,4,None,,,North America,,,,,No,No
12255296760,394364328,14/12/2020 13:20,14/12/2020 13:27,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,Biomedical Engineering,,,,,,Extremely familiar,Extremely familiar,Slightly familiar,Slightly familiar,Extremely familiar,Moderately familiar,Slightly familiar,Moderately familiar,Finite Element Analysis,Lumped-parameter models,,,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",,Statistical Shape Modelling,,,Yes,Yes,Definitely yes,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Neutral,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),,,,Predict/compare therapeutic outcomes,,,Yes,,Musko-skeletal,,,,,joint replacement; treatment stratification in arthritis,>20 times,8,,Successful a priori in silico clinical trials,,,,Orthopaedics,Italy,Lab director,55-64,350,>10,,Europe,,,,,,Yes,Yes
12253116846,394364328,13/12/2020 12:30,13/12/2020 12:38,,Slightly aware,,,,,,Moderately aware,,,,Slightly aware,,,,,Slightly aware,,,,,,,Very aware,,Not at all aware,,,,,Biomedical Engineering,,,Statistics,,,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,,,,,Multi-scale (1D-3D) modelling,,Artificial Interlligence/Machine Learning,,,,No,N/A,Definitely yes,Agree,Disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,,,,Teach,,,,,,No,,,,,,,,,1,Successful post-hoc in silico clinical trials,,,,,Cardiology,italy,associate director electrophysiology,55-64,90,None,,,,,,,,Yes,Yes
12249076588,394364328,11/12/2020 14:29,11/12/2020 14:36,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,,,,Very aware,,Biomedical Engineering,Computer Science,,,,,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Very familiar,Moderately familiar,Moderately familiar,Finite Element Analysis,,Computational Fluid Dynamics,,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",,,,,Yes,No,Definitely yes,Agree,Agree,Neutral,Agree,Strongly disagree,Neutral,Disagree,Strongly agree,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,,,,,,Yes,Cardiovascular,,,,,,CV,>20 times,9,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,,,,Cardiology,United States,RD VP,65+,2,None,NA,,North America,,,,,No,Yes
12237231714,394364328,08/12/2020 09:46,11/12/2020 11:09,,,,Very aware,,,,Moderately aware,,,,Slightly aware,,,,,,Moderately aware,,,,Slightly aware,,,,,Slightly aware,,,,Biomedical Engineering,,Data Science,Statistics,Mathematics,,Slightly familiar,Very familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,Moderately familiar,Not at all familiar,,Lumped-parameter models,,,Multi-scale (1D-3D) modelling,,Artificial Interlligence/Machine Learning,,,,Yes,Yes,Probably yes,Agree,Neutral,Disagree,Agree,Strongly disagree,Neutral,Disagree,Agree,,,,Teach,Study Pathophysiology,,Predict/compare therapeutic outcomes,,,No,,,,,N/A,,,,8,Successful post-hoc in silico clinical trials,,Personal positive experience,Regulatory approval,,N/A,Belgium,PhD student,25-34,3,01-May,I received 2 grants for working on modeling,Europe,,,,,,No,No
12248219172,394364328,11/12/2020 08:15,11/12/2020 08:24,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,Biomedical Engineering,Computer Science,,,Mathematics,biomechanics,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,Extremely familiar,,Moderately familiar,Not at all familiar,Finite Element Analysis,,Computational Fluid Dynamics,Fluid-structure Interaction,Multi-scale (1D-3D) modelling,,,,,,Yes,Yes,Definitely yes,Strongly agree,Agree,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Agree,Enrich diagnosis,Plan interventions,,Teach,Study Pathophysiology,,,,,Yes,Cardiovascular,,,,,,,>20 times,6,Successful post-hoc in silico clinical trials,,,Regulatory approval,,N/A,France,Professor,55-64,100,>10,,Europe,,,Africa,Asia,,Yes,No
12246106371,394364328,10/12/2020 17:16,10/12/2020 17:25,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,,,Moderately aware,,,,,,Very aware,,,,Moderately aware,,,Biomedical Engineering,,,,,,Slightly familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Not at all familiar,Slightly familiar,Not at all familiar,,,,,,,,,None,,No,N/A,Probably yes,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,Enrich diagnosis,,,,,,,,,No,,,,,,,,Less than 5,7,,Successful a priori in silico clinical trials,,,,Other,Belgium,MD,65+,+/- 20,01-May,200 000,Europe,,,,,,Yes,No
12242709396,394364328,09/12/2020 18:37,09/12/2020 18:50,,Slightly aware,,,,,,Moderately aware,,,,Slightly aware,,,,,,,Very aware,,,,Moderately aware,,,,,Moderately aware,,,Biomedical Engineering,Computer Science,,,Mathematics,,Slightly familiar,Extremely familiar,Slightly familiar,Slightly familiar,Slightly familiar,Slightly familiar,Not at all familiar,Slightly familiar,,Lumped-parameter models,,,,,,,,,Yes,N/A,Definitely yes,Strongly agree,Neutral,Agree,Neutral,Strongly disagree,Neutral,Disagree,Strongly agree,,,,,Study Pathophysiology,,,,,No,,,,,,,,,7,Successful post-hoc in silico clinical trials,Successful a priori in silico clinical trials,,,,N/A,New Zealand,Research fellow,35-44,3,None,,,,,,,,No,No
12242475033,394364328,09/12/2020 17:34,09/12/2020 17:42,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,,,,,Extremely aware,Biomedical Engineering,,,,Mathematics,,Extremely familiar,Extremely familiar,Extremely familiar,Very familiar,Extremely familiar,Extremely familiar,Extremely familiar,Very familiar,Finite Element Analysis,Lumped-parameter models,Computational Fluid Dynamics,,Multi-scale (1D-3D) modelling,"Extended (e.g. Augmented, Virtual, Mixed) reality",,,,,Yes,Yes,Definitely yes,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Enrich diagnosis,Plan interventions,Compare different therapeutic outcomes (retrospectively),Teach,Study Pathophysiology,Inform the patient on disease progress,Predict/compare therapeutic outcomes,,,Yes,Cardiovascular,,,,,,"Simulations procedures: Fontan, Fontan revision, aortic arch reconstruction",5-10 times,8,,,,,validation of pre-operative CFD with post-op MRI,Cardiology,United States,academic pediatric cardiac surgeon,45-54,33,01-May,>$2M,Europe,North America,,,,,Yes,Yes
